"GOOD HEALTH MEDICAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        QUAZI BAGH MARKET,NEAR RAM MANDIR GOLA BAZAR SHERGHATI GAYA-824211",,,,,,,,,,,,,,,
STOCK REPORT AS ON DATE 23-07-2026,,,,,,,,,,,,,,,
Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,Value,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.
,,,,Deal,Free,Deal,Free,,,,,,,,
ZZZ11400,AMTAS AT TAB 1X15TAB 1*15,TAB.,10,0,0,0,0,130.432,1304.32,187,133.57,0,CIPLA,,A014
AMPAMS201,AMYCORDIAL SYRUP 200ML,PCS,1,0,0,0,0,139.595,139.6,206.25,141.43,0,AMIL PHARMA,,
NICANA201,ANAFORTAN INJ 2ML,Pcs,20,0,0,9,1,25.5505,511.01,37.35,28.46,0,ABBOTT,,
ABBAN1T01,ANAFORTAN TAB 1*15,TAB,2.7,0,0,0,0,76.8885,207.6,103.34,78.74,0,ABBOTT,,A008
NICANT101,ANASPAS TAB 1*10TAB,TAB,3,0,0,0,0,76.5,229.5,101.73,77.51,0,ABBOTT,,A022
BLCANB101,ANGICAM BETA TAB 1*10TAB,TAB,2,0,0,0,0,30.69,61.38,41.25,31.43,0,BLUE CROSS,,A011
MICAN2201,ANGIPLAT 2.5MG CAP 25CAP,PCS,7,0,0,0,0,177.1667,1240.17,238.1,181.43,0,MICRO LAB,,
MICANN101,ANGIPLAT 6.5MG CAP 25CAP,Pcs,5,0,0,0,0,205.0667,1025.33,275.6,210,0,MICRO LAB,,
LYHAN2201,ANGISPAN TR 2.5MG CAP 25CAP,Pcs,4,0,0,0,0,220.435,881.74,296.25,225.74,0,LYKA HETERO,,
LYHAN6201,ANGISPAN TR 6.5MG CAP 25CAP,Pcs,5,0,0,0,0,280.0225,1400.11,376.36,286.76,0,LYKA HETERO,,
MACAN1101,ANTI THYROX 10MG TAB 100TAB,PCS,3,0,0,0,0,338.26,1014.78,454.65,346.4,0,MACLEODS,,
MACAN5101,ANTI THYROX 5MG TAB 100TAB,PCS,2,0,0,0,0,175.64,351.28,233.56,177.95,0,MACLEODS,,
00000904,ANTOXIPAN TAB 1*15T,PCS,1,0,0,0,0,377.4255,377.43,501.87,382.4,0,ABBOTT,,A0013
MICAN0101,ANXIT 0.25MG TAB 1*15,TAB,14,0,0,0,0,18.0735,253.03,24.3,18.51,0,MICRO LAB,,A008
MICAN0103,ANXIT 0.5MG TAB 1*15TAB,TAB,5,0,0,0,0,39.06,195.3,52.5,40,0,MICRO LAB,,A008
AJAAPPE01,APDROPS PD EYE DROP 10ML,PCS,6,0,0,0,0,40.1217,240.73,53.35,40.65,0,AJANTA,,
000440,APFOL GOLD 1*10TAB,TAB.,1,0,0,0,0,155,155,199,155,0,ARISTO,,
ZZZ10998,APIGAT 2.5 TAB 1*30 TAB,PCS,6,0,0,0,0,353.68,2122.08,675,350,0,NATCO PHARMA,,A001
000439,APIXAPIL-5 1*10TAB,TAB.,2,0,0,0,0,90.8833,181.77,122.15,93.07,0,ARISTO,,A014
TETS94,APREZO 20 1*4 1*4,TAB.,3,0,0,0,0,230.198,690.59,309.38,235.74,0,NICHOLAS,,A006
000343,APTAMIL C-PRO,TAB.,6,0,0,0,0,977.5,5865,1150,977.5,0,SUN,,
ZZZ8084,APTAMIL GOLD 2 REFIL 400GM,PHYL,1,0,0,0,0,942.9,942.9,1010,898,0,NUTRICIA,,
USV161,APTAMIL PREMIUM 1 400GM,TAB.,4,0,0,0,0,637.5,2550,750,637.5,0,USV PRIVATE LTD.,,
MANAPS201,APTIMUST SYRUP 200ML,PCS,3,0,0,0,0,115.3267,345.98,155,118.1,0,MANKIND,,
ZZZ11475,APTIVATE  SY 1X175,TAB.,3,0,0,0,0,141.375,424.13,190,144.78,0,CAREWIN PHARMACETICULS,,
ZZZ5443,AQSUSTEN 25MG INJ 1ML,PCS,2,0,0,0,0,94.1567,188.31,126.56,96.42,0,SUN,,
000592,AQUAGERMINA,TAB.,11,0,0,0,0,20,220,66.55,20,0,ARISTO PHARMACEUTICALS MF-3,,
BALAQME01,AQUASURGE MAX EYE DROP 10ML,Pcs,2,0,0,0,0,134.6167,269.23,177.13,134.95,0,IPCA,,
A000416,AQUI PLUS CREAM,TAB.,1,0,0,0,0,85.8,85.8,120,85.8,0,SUN,,
ZZZ10506,ARACHITOL NANO 5ML 60K IV 1X5M 1*4,TAB.,2.1,0,0,0,0,353.9332,743.26,475.72,362.45,0,ABBOTT,,
ZZZ10387,ARACHITOL NANO 60K SOLU. 1*5ML,TAB.,3,0,0,0,0,357.78,1073.34,118.93,362.49,0,PURE AND CURE HEALTHCARE PVT.LTD.,,
USV115,ARGIVIR SACHET,TAB.,9,0,0,0,0,27,243,44,27,0,USV PRIVATE LTD.,,
TORARM101,ARIP MT 10MG TAB 1*10TAB,TAB,2,0,0,0,0,202.448,404.9,272.1,207.32,0,TORRENT,,A0003
5729,ARISTOKOF DX SYP 100ML 30*1,PCS,1,0,0,0,0,22.082,22.08,132.19,21.03,0,ARISTO LABORATORIES PVT.LTD,,
3908,ARISTO L-CETREST SYP 60ML,TAB.,3,0,0,0,0,15.75,47.25,97.5,15,0,TORRENT,,
2006,ARISTONEUROL OD TAB 1*10,TAB.,6,0,0,0,0,60,360,142.5,60,0,DR. REDDY,,SELF 1
000508,ARISTONEUROL PLUS 1*10TAB,TAB.,4,0,0,0,0,75,300,215.53,75,0,CONCEPT BIOSCIENCES PVT LTD,,
ARIARD102,ARISTOZYME DROP 15ML,Pcs,2,0,0,0,0,55.5817,111.16,74.71,56.92,0,ARISTO,,
ZZZ11180,ARISTOZYME GOLD 1X10 1X10,TAB.,6,0,0,0,0,79.12,474.72,104.13,79.32,0,CIPLA,,A001
UNIARR101,ARKAMIN H TAB 1*10TAB,TAB,4,0,0,0,0,22.03,88.12,29.3,22.32,0,UNICHEM,,A001
UNIART101,ARKAMIN TAB 1*10TAB,TAB,8,0,0,0,0,73.863,590.9,99.28,75.64,0,UNICHEM,,A001
000488,ARKOF INHALER CAPSULS,TAB.,7,0,0,0,0,20,140,65,20,0,UNICHEM,,AOO3
ZZZ10632,ARMAF DEO 1,TAB.,29,0,0,0,0,174.5,5060.5,349,349,0,ABBOTT,,
3166,ARMAF DEODRANT 200ML,TAB.,10,0,0,0,0,183.225,1832.25,349,349,0,BIOLOG,,
HIFEN814,ARNICOR 50 MG TAB(CIPLA) 1*10,TAB.,3,0,0,0,0,170.6067,511.82,226.87,172.85,0,INDCHEMIE HEALTH PRIMUS,,A012
1001,ARNIPIN-100 1*10TAB,TAB.,4,0,0,0,0,297.68,1190.72,395.85,301.6,0,ALKEM,,A008
000265,ARNISAC 100 TAB,TAB.,8,0,0,0,0,416.795,3334.36,554.24,422.28,0,INDCHEMIE HEALTH PRIMUS,,A014
000655,ARNISAC 50 TAB 1X14 1*14,PCS,4,0,0,0,0,270.555,1082.22,363.66,277.07,0,CONCEPT BIOSCIENCES PVT LTD,,A009
USV122,ARNOZA-50 1*15TAB,TAB.,4,0,0,0,0,234.4683,937.87,315.15,240.11,0,USV PRIVATE LTD.,,A0024
SUNAR1102,ARPIZOL 15MG TAB 1*10TAB,TAB,5,0,0,0,0,195.526,977.63,260,198.1,0,SUN,,A016
NICASE101,ASCABIOL LOTION. 100ML,Pcs,3,0,0,0,0,133.7733,401.32,179.8,136.99,0,ABBOTT,,
APEASC101,ASCAZIN TAB 1*10TAB,TAB,2,0,0,0,0,60.907,121.81,81,61.71,0,APEX,,A001
0450457,ASCORIL D+ SYP 100ML,TAB.,3,0,0,15,1,111.6963,335.09,158.44,120.71,0,ZYDUS HEALTHCARE LTD(CARDIVA),,
ZZZ3389,ASCORIL+ EXP SYP 100ML,PCS,3,0,0,0,0,122.7667,368.3,165,125.72,0,GLENMARK,,
ZZZ2839,ASCORIL LS DROPS 15ML,PCS,2,0,0,0,0,57.9067,115.81,88.13,62.67,0,GLENMARK,,
ZZZ7771,ASCORIL LS JUNIOR SYP 60ML,PHYL,5,0,0,14,1,71.4633,357.32,108.75,82.86,0,GLENMARK,,
ACX,ASCORIL LS SYP 100ML,Pcs,4,0,0,0,0,95.172,380.69,144.85,103,0,GLENMARK,,
HIMASC601,ASHVAGANDHA TAB 60TAB,TASS,3,0,0,0,0,195.5267,586.58,260,198.1,0,HIMALAYA,,
ZZZ8089,ASOMEX 5MG TAB 1*15TAB,TABS,6,0,0,0,0,115.6185,693.71,153.75,117.14,0,EMCURE,,A001
MANASS102,ASTHAKIND DX SYRUP 100ML,PCS,4,0,0,5,1,70.325,281.3,113.43,86.42,0,MANKIND,,
ZZZ10744,ASTHALIN-2 TAB 1*45,STRI,0.3,0,0,0,0,443.3985,133.02,12.97,9.88,0,CIPLA,,A004
ZZZ10745,ASTHALIN-4 TAB 1*30,TAB.,8,0,0,0,0,11.62,92.96,15.59,11.9,0,CIPLA,,A004
CIPAS1101,ASTHALIN RESPI SOLUTION 15ML,Pcs,5,0,0,0,0,12.208,61.04,16.06,12.24,0,CIPLA,,
ZZZ8684,ASTHALIN ROTACAP 60CAP,TAB.,2,0,0,0,0,45.088,90.18,59.33,45.2,0,MEDLEY,,
UCBAT1101,ATARAX 10MG TAB 1*15TAB,TAB,30,0,0,0,0,42.6405,1279.22,59.53,45.36,0,DR REDDYS,,A011
UCBAT2101,ATARAX 25MG TAB 1*15,TAB,8,0,0,0,0,79.1655,633.32,106.4,81.07,0,DR REDDYS,,A011
000003310,ATAREX LOTION 1PHY,PCS,1,0,0,0,0,439.76,439.76,591,450.34,0,BIOLOG,,
ARIATT101,ATCHOL 10 TAB 1*10,TAB,12,0,0,0,0,32.635,391.62,43.86,33.42,0,ARISTO,,A008
ARIAT1T01,ATCHOL 20 TAB 1*10,TAB,5,0,0,0,0,40.475,202.38,54.4,41.45,0,ARISTO,,A008
ZZZ645,ATCHOL 40 TAB 1*10,TAB,6,0,0,0,0,76.538,459.23,102.88,78.38,0,ARISTO,,A008
ARIATA101,ATCHOL ASP CAP 1*10CAP,CAP,4,0,0,0,0,43.24,172.96,58.12,44.28,0,ARISTO,,RACK 1
A00765,ATCHOL CV 10MG CAP 1 X10,Pcs,4,0,0,0,0,92.759,371.04,124.68,94.99,0,ARISTO PHARMACEUTICALS TF 1,,A008
ZZZ11003,ATCHOL CV 20MG CAP 1*15,TAB.,3,0,0,0,0,157.4567,472.37,207.18,157.85,0,ARISTO,,A008
ARIAT1T02,ATCHOL-F TAB 1*10,TAB,10,0,0,0,0,94.857,948.57,127.5,97.14,0,ARISTO,,A008
CADAT2101,ATEN 25MG TAB 1*14TAB,TAB,11,0,0,0,0,23.5144,258.66,31.6,24.08,0,ZYDUS CADILA,,A008
CADAT5101,ATEN 50MG TAB 1*14TAB,TAB,16,0,0,0,0,28.8078,460.92,37.55,29.5,0,CADILA,,A008
ZZZ6047,ATIVAN 1MG TAB 1*30TAB,TAB,10,0,0,0,0,61.569,615.69,73.63,60.45,0,PFIZER LIMITED,,A001
AJAATC101,ATORFIT CV 10MG CAP 1*10CAP,CAP,3,0,0,0,0,267.12,801.36,359,273.55,0,AJANTA,,A003
MEDAT1T01,ATORIN 10MG TAB 1*10TAB,TAB,16,0,0,0,0,38.962,623.39,52.36,39.9,0,MEDLEY,,A003
MEDAT1T06,ATORIN-F* 10 TAB,Pcs,4,0,0,0,0,142.412,569.65,189.37,144.29,0,MEDLEY,,A003
ZZZ8696,ATORVA 10MG TAB 1*15TAB,TAB.,17,0,0,0,0,56.06,953.02,79.63,60.67,0,MEDLEY,,A006
ZZZ11209,ATORVA 20MG TAB 1*15TAB,TAB.,3,0,0,0,0,149.7495,449.25,201.25,153.35,0,CIPLA,,A006
ZZZ11210,ATORVA 40MG TAB 1*10TAB,TAB.,13,0,0,0,0,146.093,1899.21,206.17,158.11,0,CIPLA,,A006
ZZZ11212,ATORVA 80MG TAB 1*10TAB,TAB.,3,0,0,0,0,322.53,967.59,433.49,330.29,0,CIPLA,,A006
000435,ATORVA-GOLD 20MG 1*10TAB,TAB.,3,0,0,0,0,109.3867,328.16,145.45,110.83,0,ARISTO,,A006
001747,A TO Z AMINO 1*15CAP,TAB.,4,0,0,0,0,179.38,717.52,241.1,183.7,0,ABBOTT INDIA LIMITED,,
001967,A TO Z CV 1*10CAP,TAB.,5,0,0,0,0,185.388,926.94,249.15,189.85,0,INTAS,,
ALKATTZ03,A TO Z GOLD CAP 1*15CAP,CAP,5.7,0,0,0,0,179.394,1022.55,241.1,183.71,0,ALKEM LAB.,,A021
ALKATTZ05,A TO Z SYRUP 100ML,Pcs,3,0,0,9,1,93.748,281.24,140,106.67,0,ALKEM LAB.,,
ALKATTZ01,A TO Z TAB 1*15TAB,TAB,19,0,0,9,1,108.357,2058.78,190,130.3,0,ALKEM LAB.,,A003
ZZZ8642,A TO Z WOMAN CAP 1*15CAP,CAPS,2,0,0,0,0,285.351,570.7,383.5,292.22,0,ALKEM LAB.,,A009
000224,ATTENZEN SYRUP 1X200ML 1*200 ML,PCS,1,0,0,0,0,509.2,509.2,710.95,541.7,0,INDCHEMIE HEALTH PRIMUS,,
ZZZ10217,AUDIOVIT-Z CAP 1*10CAP,CAPS,4,0,0,0,0,250.984,1003.94,333.75,254.29,0,ENTOD PHARMA,,A014
GE0177,AUGMENTIN 625 DUO MG 1x10,TAB,0.1,0,0,0,0,136.1,13.61,195.39,146.34,0,GLAXO,,A001
WYEAUC301,AUTRIN CAP 1*30,CAP,2,0,0,0,0,154.368,308.74,205.28,156.4,0,PFIZER LIMITED,,A002
ZZZ10814,AUTRIN XT TAB 1*10,TAB.,5.5,0,0,0,0,111.728,614.5,148.57,113.2,0,PFIZER LIMITED,,A019
MICAV1101,AVAS-10 TAB 1*30,TAB,3,0,0,0,0,118.53,355.59,159.38,121.38,0,MICRO LAB,,A015
MICAV2101,AVAS 20MG TAB 1*10TAB,TAB,3,0,0,0,0,299.543,898.63,402.56,306.75,0,MICRO,,A015
MICAV1T01,AVAS 40MG TAB 1*10TAB,TAB,4,0,0,0,0,153.428,613.71,206.2,157.12,0,MICRO LAB,,A014
AVEAV1M01,AVIL-VAIL* 10ML,Pcs,4,0,0,0,0,17.565,70.26,22.01,17.61,0,AVENTIS,,
NICAV2101,AVOMINE 25MG TAB 1*10TAB,TAB,3.8,0,0,0,0,48.248,183.34,63.49,48.37,0,ABBOTT,,A003
000551,AXCER-60 1*14TAB,TAB.,1,0,0,0,0,331.3567,331.36,440.63,335.72,0,SUN,,A015
00000188,AXCER 90 1*14T,TAB.,5,0,0,0,0,353.7394,1768.7,491.25,374.33,0,SUN,,A015
000004797,AXCER 90 BOTTLE,TAB.,1,0,0,0,0,3132.855,3132.86,4210.31,3208.25,0,ASTRA ZENECA,,
CIPAZ2601,AZEE 250MG TAB 1*6TAB,TAB,5.2,0,0,9,1,50.607,263.16,74.77,56.97,0,CIPLA,,A013
LUPAZNS01,AZEFLO NASAL SPRAY 7ML,PCS,1,0,0,0,0,393.81,393.81,576,399,0,LUPIN,,
BROAZC101,AZIDERM 10% CREAM 15GM,PCS,2,0,0,0,0,249.5933,499.19,331.87,252.88,0,MICRO LAB,,
000632,AZIKEM 500 1*5,TAB.,1,0,0,0,0,65,65,125.87,65,0,OTHER PRODUCTS,,
ALKAZ3T01,AZIKEM 500MG TAB 1*3TAB,TAB,2.1,0,0,0,0,39.9999,84,80,40,0,ALKEM LAB.,,
1009,AZIKEM XL 200 30ML,TAB.,2,0,0,0,0,50,100,116.51,50,0,ALKEM,,
ALEAZ2L01,AZITHRAL 200MG LIQUID 15ML,Pcs,10,0,0,0,0,41.336,413.36,54.97,41.88,3,ALEMBIC,,
00000953,AZITHRAL 200MG SYP 15ML,PCS,2,0,0,0,0,40.65,81.3,54.63,41.63,0,ALEMBIC,,
ZZZ6182,AZITHRAL 250MG TAB 1*10,TABS,3.3,0,0,0,0,87.5,288.75,124.63,94.06,0,ALEMBIC,,A002
ZZZ10897,AZITHRAL 500 TAB 1*5,TAB.,1,0,0,0,0,89.638,89.64,125.89,95.92,0,MANKIND,,A002
ALEAZX101,AZITHRAL XL 100* 30ML,Pcs,3,0,0,0,0,84.9667,254.9,114.19,87.01,0,ALEMBIC,,
ALEAZX201,AZITHRAL-XL 200 LIQUID 30ML,Pcs,3,0,0,0,0,81.79,245.37,109.93,83.76,0,ALEMBIC,,
ZZZ9096,AZMARDA 100MG TAB 1*14TAB,TABS,3,0,0,0,0,635.1625,1905.49,910.53,650.45,0,CIPLA,,A024
RPGAZ5101,AZORAN 50MG TAB 1*10TAB,TAB,4,0,0,0,0,178.808,715.23,240.31,183.11,0,RPG,,A020
ZZZ4284,AZTOLET 10MG TAB 1*10TAB,TAB,8,0,0,0,0,156.24,1249.92,210,160,0,PURE AND CURE HEALTHCARE PVT.LTD.,,A015
ZZZ4285,AZTOLET 20MG TAB 1*10TAB,TAB,5,0,0,0,0,208.68,1043.4,277.5,211.43,0,PURE AND CURE HEALTHCARE PVT.LTD.,,A015
SUNAZ1102,AZTOR 10MG TAB 1*15TAB.,TAB,6,0,0,0,0,59.88,359.28,79.63,60.67,0,SUN,,A008
SUNAZ2102,AZTOR 20MG TAB 1*15TAB.,TAB,4,0,0,0,0,144.801,579.2,201.09,153.23,0,SUN,,A008
ZZZ10410,AZTOR 40MG TAB 1*15,TAB.,4.9,0,0,0,0,229.965,1126.83,309.09,235.5,0,SUN PHARMACEUTICALS,,A008
SUNAZ5101,AZTOR 5MG TAB 1*10TAB,TAB,3,0,0,0,0,66.013,198.04,138.5,99.02,0,SUN,,A008
TORAZ1F01,AZULIX 1MG TAB 1*10,TAB,7,0,0,0,0,29.366,205.56,39.47,30.07,0,TORRENT,,A002
TORAZ2101,AZULIX 2MG TAB 1*10TAB,TAB,3,0,0,0,0,46.052,138.16,61.9,47.16,0,TORRENT,,A002
ZZZ4939,AZULIX 3 MF TAB 1*10,TABS,4,0,0,0,0,141.515,566.06,190.21,144.92,0,TORRENT,,A001
HIFEN505,AZULIX DM 10/1/500 TAB 1X10,TAB,4,0,0,0,0,113.6425,454.57,152.75,116.38,0,TORRENT PHARMA AZUCA,,A001
HIFEN504,AZULIX DM 1/10/1000 TAB 1X10,TAB,5,0,0,0,0,114.8575,574.29,152.75,116.37,0,TORRENT PHARMA AZUCA,,A006
A00465,BABELOIS DIPER L30,TAB.,1,0,0,0,0,227.43,227.43,399,227.43,0,USV PRIVATE LTD.,,
INTBA1T01,BACLOF 10MG TAB 1*10TAB,TAB,5,0,0,0,0,141.845,709.23,190.64,145.26,0,INTAS,INTAS,B001
INTBA2101,BACLOF OD 20MG TAB 1*10TAB,TAB,3,0,0,0,0,194.05,582.15,260.82,198.72,0,INTAS,INTAS,B003
000639,BACLOF  SYP 1X200ML,PCS,4,0,0,0,0,309.54,1238.16,416,316.99,0,AJANTA PHARMA ILLUMA,,
IPCBACA01,BACSTOL 100MG TAB 1*10TAB,TAB,2,0,0,0,0,89.31,178.62,120.05,91.46,0,IPCA,,B004
ZZZ4226,BACSTOL 200MG TAB 1*10TAB,TAB,1,0,0,0,0,128.9,128.9,173.25,132,0,IPCA,,B004
SURBAA401,"BANDAGE 4"" 1PCS",PC S,11,0,0,0,0,8,88,20,8,0,SURGICAL,,
SURBAA601,"BANDAGE 6"" 1PCS",Pcs,1,0,0,0,0,179.4,179.4,320,170.86,0,SURGICAL,,
MANBAPT01,BANDY PLUS TAB 1*1,TAB,8,0,0,0,0,22.485,179.88,31.73,24.18,0,MANKIND,,B001
GLABAF301,BANOCIDE FORTE TAB 1*30,TAB,17,0,0,0,0,40.248,684.22,53.5,40.78,0,GLAXO,,B006
BIRBAI301,BASALOG 100IU INJ 3ML,PCS,3,0,0,0,0,622.2867,1866.86,836.3,637.26,0,BIOCARE REMIDES,,
USV100,B-COBAL INJECTION,TAB.,2,0,0,0,0,40,80,110,40,0,USV PRIVATE LTD.,,
PFIBEC201,BECOSULES CAP 1*20CAP,CAP,6.1,0,0,23,2,45.944,280.26,62.37,51.14,0,PFIZER LIMITED,,
ZZZ11495,BECOSULE + SYP 200ML,TAB.,3,0,0,0,0,78.374,235.12,103.13,78.57,0,PFIZER LIMITED,,
PFIBEC202,BECOSULES Z CAP 1*20CAP,CAP,3.1,0,0,0,0,50.224,155.69,62.94,50.35,0,PFIZER LIMITED,,B-001
ZZZ11195,BECOZINC CAP 1*30CAP,TAB.,7,0,0,0,0,52.362,366.53,70.37,53.62,0,CIPLA,,B002
000634,BELADONNA PLAASTER,TAB.,9,0,0,0,0,10,90,30,10,0,OTHER PRODUCTS,,
HIFEN899,BELATIN 40 TAB,TAB.,11,0,0,0,0,116.32,1279.52,154.68,117.85,0,INDCHEMIE HEALTH PRIMUS,,B0003
001979,BEMEZY 1*10TAB,TAB.,3,0,0,0,0,239.4,718.2,315,240,0,INTAS,,B005
ZZZ11196,BENADON TAB 15TAB,TAB.,7,0,0,0,0,33.3285,233.3,47.34,36.07,0,CIPLA,,B001
000495,BENADRYL-CR 100ML 1X100ML 1*100ML,PCS,20.5,0,0,0,0,106.778,2188.95,145.31,104.84,0,CONCEPT BIOSCIENCES PVT LTD,,
JOJBED501,BENADRYL DR SYRUP 50ML,Pcs,1,0,0,0,0,118.3033,118.3,159,121.15,0,JOHNSION & JOHNSION,,
FRABE7101,BENALGIS 75MG,Pcs,4,0,0,0,0,97.998,391.99,130.31,99.29,0,FRANCO-INDIAN,,B006
SHRBES201,BENEFICIALE SYRUP. 200ML,PCS,6,0,0,0,0,132.495,794.97,176.18,134.24,0,SHREYA,,
HIFEN668,BENEFICIAL SYP(L) 1*200ML,PCS,4,0,0,0,0,133.91,535.64,176.18,134.24,0,INDCHEMIE HEALTH PRIMUS,,
MEDBEA201,BETABEST AM 25. 10 Tabs,Pcs,6,0,0,0,0,79.66,477.96,105.94,80.71,0,MEDLEY,,B004
ZZZ9811,BETABEST AM 50MG TAB 1*10TAB,TABS,12,0,0,0,0,75.06,900.72,105.94,80.71,0,MEDLEY,,B003
MEDBEX201,BETABEST XL 25MG TAB 1*10TAB,TAB,5,0,0,0,0,28.203,141.02,37.9,28.88,0,MEDLEY,,B003
MEDBEX501,BETABEST XL 50MG TAB 1*10TAB,TAB,10,0,0,0,0,32.782,327.82,44.06,33.57,0,MEDLEY,,B003
SUNBE2101,BETACAP 20MG TAB 1*10TAB,TAB,8,0,0,0,0,25.35,202.8,34.07,25.96,0,SUN,,B004
SUNBEP101,BETACAP PLUS 10MG CAP 1*10CAP,CAP,5,0,0,0,0,131.837,659.19,175.31,133.57,0,SUN,,B004
ZZZ9065,BETACAP TR 20MG CAP 1*10CAP,CAPS,12,0,0,0,0,18.871,226.45,25.09,19.12,0,SUN,,B002
SUNBET401,BETACAP TR 40MG CAP 1*10CAP,CAP,1,0,0,0,0,34.052,34.05,45.28,34.5,0,SUN,,B002
SUNBET601,BETACAP TR 60MG CAP 1*10CAP,CAP,3,0,0,0,0,71.917,215.75,95.62,72.86,0,SUN,,B004
SUNBET801,BETACAP TR 80MG CAP 1*10CAP,CAP,3,0,0,0,0,59.22,177.66,78.75,60,0,SUN,,B004
TORBE2101,BETACARD 25MG TAB 1*14TAB,TAB,5,0,0,0,0,37.9974,189.99,50.53,38.5,0,TORRENT,,B004
TORBE5101,BETACARD 50MG TAB 1*14TAB,TAB,5,0,0,0,0,26.3354,131.68,35.02,26.68,0,TORRENT,,BOO4
TORBEE101,BETACARD-AM TAB 1*10,TAB,9,0,0,0,0,33.893,305.04,45.56,34.71,0,TORRENT,,B004
WINBEC201,BETADINE CREAM* 20G,Pcs,6,0,0,0,0,104.9033,629.42,131.46,105.17,0,WIN-MEDICARE,,
WINBEG101,BETADINE GARGLE 100ML,PCS,3,0,0,0,0,225.4633,676.39,313.12,238.59,0,WIN-MEDICARE,,
WINBEG501,BETADINE GARGLE 50ML,PCS,5,0,0,0,0,137.0267,685.13,190.31,145,0,WIN-MEDICARE,,
ZZZ9766,BETADINE SOL 10% 100ML,TAB.,9,0,0,0,0,82.964,746.68,103.95,83.17,0,MEDLEY,,
MICRO777,BETADIN POWDER 10GRAM,TAB.,1,0,0,9,1,116.774,116.77,162.19,123.57,0,ALEMBIC,,
ZZZ7204,BETAMIL GM CREAM 25GM,PHYL,11,0,0,0,0,40.6933,447.63,54.1,41.23,0,MERCK,,
SUNBEO201,BETAVERT OD 24MG TAB 1*10TAB,TAB,2,0,0,0,0,190.352,380.7,253.13,192.86,0,SUN,,B005
000003531,BETNESOL 0.5MG TAB 1*20,PCS,23,0,0,0,0,12.1096,278.52,15.94,12.14,0,MASAYA,,B002
GLABEF201,BETNESOL FORTE TAB 1*20TAB,TAB,12.14,0,0,0,0,22.124,268.59,29.11,22.18,0,GLAXO,,B006
GLABEA102,BETNESOL INJ 1ML,Pcs,5,0,0,0,0,2.85,14.25,25.3,3,0,GLAXO,,
GLABEOD01,BETNESOL ORAL DROPS 15ML,Pcs,3,0,0,0,0,21.8233,65.47,29.01,22.11,0,GLAXO,,
GLABEC302,BETNOVATE C CREAM 30GM,PCS,6,0,0,0,0,54.333,326,73.03,55.64,0,GLAXO,,
GLABEO201,BETNOVATE GM OINT 20GM,PCS,5,0,0,0,0,35.0683,175.34,46.63,35.53,0,GLAXO,,
GLABEO202,BETNOVATE N OINT 20GM,PCS,6,0,0,0,0,51.276,307.66,68.9,52.51,0,GLAXO,,
ZZZ9822,BETNOVATE N OINT 25GM,TAB.,2,0,0,0,0,46.628,93.26,62.67,47.75,0,MEDLEY,,
GLABEC201,BETNOVATE SKIN CREAM 20GM,PCS,8,0,0,0,0,16.71,133.68,22.22,16.93,0,GLAXO,,
ZZZ8868,BETONIN SYRUP (S.F) 200ML,PHYL,1,0,0,0,0,184.655,184.66,248.15,189.1,0,ABBOTT,,
ABBBE4401,BETONIN SYRUP (S.F) 400ML,Pcs,2,0,0,0,0,288.78,577.56,388.13,295.73,0,ABBOTT,,
MICBE0101,BETT INJ 15 G,Pcs,12,0,0,0,0,9.6,115.2,13.31,9.5,0,MICRO LAB,,
ZZZ785,BEVON SYRUP. 200ML,PCS,3,0,0,0,0,150.67,452.01,198.25,151.05,0,EMCURE,,
INTBEE101,BEXOL DT TAB 50TAB,TABS,2,0,0,0,0,54.8767,109.75,72.98,55.6,0,INTAS,,
TAIBIC101,BIFILAC CAP 1*10CAP,CAP,2,0,0,0,0,105.04,210.08,140.63,107.57,0,TABLETS INDIA,,B002
ARIBIS501,BIGOMET SR 500MG TAB 1*10TAB,TAB,5,0,0,0,0,12.478,62.39,16.77,12.78,0,OTSIRA GENETICA(ARISTO),,B003
000365,BILASURE M 40 1*10TAB,TAB.,2,0,0,0,0,193.8683,387.74,257.81,196.42,0,DR.REDDY S LABORATORIES,,B004
ZZZ11565,BILASURE M TAB 1*10,TAB.,45,0,0,0,0,15.833,712.49,212.81,162.14,0,SUN,,B003
000003863,BILAZAP M TAB 1*10,PCS,6,0,0,0,0,139.5458,837.27,186.56,142.14,0,GLENMARK,,B003
ZZZ10512,BILAZEST 20MG TAB 1*10,TAB.,0.6,0,0,0,0,151.64,90.98,203.81,155.29,0,ABBOTT,,B003
HIFEN988,BILYPSA 1*10TAB,TAB.,4,0,0,0,0,372.8833,1491.53,501.13,381.86,0,SUN,,B006
ZZZ9306,BILYPSA 4MG TAB 45TAB,TABS,2,0,0,0,0,1541.86,3083.72,2050.1,1562.17,0,CADILA,,B001
ZZZ11295,BIOCOF MINT 60ML 24*100ML,TAB.,14,0,0,0,0,21.8508,305.91,87.66,20.81,0,CIPLA,,
